"datetime","sunrise","sunset","hour_day","day","month","hour_sunrise","hour_sunset","is_sunrise_period","is_sunset_period","is_noon","is_light_time","radiation","temperature","pressure","humidity","winddirection","speed"
"10/1/2016 04:25:22","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.28,50.0,30.43,100.0,24.57,5.62
"10/1/2016 04:30:22","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.27,50.0,30.43,100.0,58.98,3.37
"10/1/2016 04:35:19","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.27,51.0,30.43,100.0,147.5,7.87
"10/1/2016 04:40:22","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.26,51.0,30.43,100.0,126.01,4.5
"10/1/2016 04:45:20","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.29,50.0,30.44,100.0,158.43,2.25
"10/1/2016 04:50:20","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.27,50.0,30.43,101.0,157.27,6.75
"10/1/2016 04:55:21","10/1/2016 06:13:00","10/1/2016 18:11:00",4.0,1,10,6.0,18.0,0,0,0,0,1.26,50.0,30.44,101.0,102.89,4.5
"10/1/2016 05:00:25","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.28,50.0,30.44,101.0,123.76,7.87
"10/1/2016 05:05:23","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.3,50.0,30.44,101.0,125.93,7.87
"10/1/2016 05:10:21","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.29,50.0,30.44,101.0,123.59,10.12
"10/1/2016 05:15:20","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.29,50.0,30.44,101.0,135.93,4.5
"10/1/2016 05:20:23","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.28,50.0,30.44,101.0,111.93,7.87
"10/1/2016 05:25:23","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.26,50.0,30.44,101.0,143.08,6.75
"10/1/2016 05:30:21","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.28,50.0,30.44,101.0,137.4,6.75
"10/1/2016 05:35:24","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.27,50.0,30.44,101.0,138.95,9.0
"10/1/2016 05:40:21","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.28,50.0,30.44,101.0,100.6,9.0
"10/1/2016 05:45:23","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.26,50.0,30.44,101.0,141.49,5.62
"10/1/2016 05:50:27","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.27,50.0,30.44,101.0,127.36,5.62
"10/1/2016 05:55:24","10/1/2016 06:13:00","10/1/2016 18:11:00",5.0,1,10,6.0,18.0,0,0,0,0,1.29,50.0,30.44,101.0,133.37,11.25
"10/1/2016 06:00:25","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,1.44,49.0,30.44,101.0,152.1,7.87
"10/1/2016 06:05:21","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,1.67,49.0,30.44,101.0,100.05,5.62
"10/1/2016 06:10:20","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,2.4,49.0,30.44,101.0,141.08,5.62
"10/1/2016 06:15:24","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,3.69,49.0,30.44,101.0,110.25,7.87
"10/1/2016 06:20:26","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,5.13,49.0,30.44,100.0,123.2,9.0
"10/1/2016 06:25:26","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,6.63,49.0,30.45,100.0,138.79,6.75
"10/1/2016 06:30:22","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,8.38,49.0,30.45,99.0,129.81,6.75
"10/1/2016 06:35:25","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,11.19,50.0,30.45,98.0,120.55,7.87
"10/1/2016 06:40:30","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,20.99,50.0,30.45,99.0,128.54,6.75
"10/1/2016 06:45:20","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,17.13,50.0,30.45,99.0,137.0,7.87
"10/1/2016 06:50:21","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,15.95,50.0,30.45,100.0,155.76,7.87
"10/1/2016 06:55:18","10/1/2016 06:13:00","10/1/2016 18:11:00",6.0,1,10,6.0,18.0,1,0,0,1,35.06,50.0,30.45,100.0,108.95,4.5
"10/1/2016 07:00:20","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,68.25,51.0,30.45,100.0,87.42,5.62
"10/1/2016 07:05:22","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,77.74,51.0,30.46,100.0,123.84,4.5
"10/1/2016 07:10:20","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,107.43,51.0,30.46,101.0,141.73,4.5
"10/1/2016 07:15:32","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,88.38,51.0,30.46,101.0,137.81,3.37
"10/1/2016 07:20:21","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,59.44,51.0,30.46,101.0,93.37,6.75
"10/1/2016 07:25:20","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,130.18,51.0,30.46,101.0,140.09,9.0
"10/1/2016 07:30:23","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,158.17,51.0,30.46,101.0,124.49,4.5
"10/1/2016 07:35:21","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,204.54,52.0,30.46,101.0,143.45,6.75
"10/1/2016 07:40:27","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,77.31,52.0,30.46,101.0,83.11,3.37
"10/1/2016 07:45:23","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,165.65,52.0,30.46,101.0,63.86,2.25
"10/1/2016 07:50:21","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,199.84,52.0,30.47,101.0,82.71,5.62
"10/1/2016 07:55:22","10/1/2016 06:13:00","10/1/2016 18:11:00",7.0,1,10,6.0,18.0,0,0,0,1,313.63,52.0,30.47,101.0,79.01,4.5
"10/1/2016 08:00:20","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,487.45,52.0,30.47,101.0,72.29,6.75
"10/1/2016 08:05:21","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,366.92,53.0,30.47,101.0,32.56,3.37
"10/1/2016 08:10:20","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,451.34,53.0,30.47,101.0,174.92,10.12
"10/1/2016 08:15:23","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,478.06,54.0,30.47,101.0,125.48,2.25
"10/1/2016 08:20:20","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,296.68,54.0,30.47,101.0,48.22,3.37
"10/1/2016 08:25:18","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,232.62,54.0,30.47,100.0,39.51,9.0
"10/1/2016 08:30:23","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,339.24,54.0,30.47,100.0,67.9,6.75
"10/1/2016 08:35:27","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,387.86,54.0,30.47,100.0,107.99,4.5
"10/1/2016 08:40:19","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,620.88,53.0,30.47,100.0,173.9,1.12
"10/1/2016 08:45:22","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,554.46,54.0,30.47,100.0,68.07,3.37
"10/1/2016 08:50:21","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,554.86,54.0,30.47,100.0,49.12,3.37
"10/1/2016 08:55:23","10/1/2016 06:13:00","10/1/2016 18:11:00",8.0,1,10,6.0,18.0,0,0,0,1,759.64,54.0,30.47,100.0,34.13,6.75
"10/1/2016 09:00:20","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,406.69,54.0,30.47,100.0,4.21,7.87
"10/1/2016 09:05:35","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,546.25,54.0,30.47,99.0,48.49,6.75
"10/1/2016 09:10:21","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,239.76,54.0,30.48,100.0,32.33,6.75
"10/1/2016 09:15:18","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,914.52,54.0,30.48,100.0,48.21,10.12
"10/1/2016 09:20:21","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,828.01,54.0,30.48,100.0,46.06,5.62
"10/1/2016 09:25:19","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,844.65,54.0,30.48,100.0,43.19,5.62
"10/1/2016 09:30:20","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,807.99,55.0,30.48,99.0,97.72,3.37
"10/1/2016 09:35:22","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,324.13,56.0,30.48,97.0,185.56,2.25
"10/1/2016 09:40:19","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,342.1,56.0,30.48,94.0,78.05,5.62
"10/1/2016 09:45:20","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,321.55,55.0,30.47,97.0,93.17,6.75
"10/1/2016 09:50:22","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,688.05,55.0,30.47,97.0,120.06,7.87
"10/1/2016 09:55:36","10/1/2016 06:13:00","10/1/2016 18:11:00",9.0,1,10,6.0,18.0,0,0,0,1,565.38,55.0,30.48,97.0,130.15,6.75
"10/1/2016 10:00:20","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,731.63,56.0,30.48,95.0,87.3,3.37
"10/1/2016 10:05:35","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,370.53,56.0,30.48,95.0,60.37,4.5
"10/1/2016 10:10:19","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,615.0,56.0,30.48,95.0,90.62,10.12
"10/1/2016 10:15:22","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,479.31,55.0,30.48,96.0,185.83,3.37
"10/1/2016 10:20:19","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,385.92,55.0,30.48,96.0,69.65,3.37
"10/1/2016 10:25:22","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,331.42,54.0,30.48,97.0,47.74,12.37
"10/1/2016 10:30:20","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,288.95,54.0,30.48,98.0,135.61,3.37
"10/1/2016 10:35:21","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,305.67,54.0,30.48,99.0,55.18,3.37
"10/1/2016 10:40:21","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,840.76,54.0,30.48,99.0,40.92,4.5
"10/1/2016 10:45:20","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,570.12,55.0,30.48,100.0,35.7,3.37
"10/1/2016 10:50:19","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,292.22,55.0,30.47,100.0,154.78,6.75
"10/1/2016 10:55:24","10/1/2016 06:13:00","10/1/2016 18:11:00",10.0,1,10,6.0,18.0,0,0,0,1,707.63,55.0,30.47,100.0,171.13,4.5
"10/1/2016 11:00:21","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,774.04,56.0,30.47,100.0,158.82,9.0
"10/1/2016 11:05:20","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,719.65,57.0,30.47,99.0,129.27,7.87
"10/1/2016 11:10:20","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,1040.39,58.0,30.47,90.0,74.24,5.62
"10/1/2016 11:15:22","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,1040.93,59.0,30.46,88.0,18.01,7.87
"10/1/2016 11:20:20","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,991.04,58.0,30.46,94.0,89.9,9.0
"10/1/2016 11:25:22","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,1166.39,58.0,30.46,96.0,81.37,3.37
"10/1/2016 11:30:20","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,1206.19,57.0,30.46,97.0,106.05,4.5
"10/1/2016 11:35:25","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,757.47,57.0,30.46,97.0,73.55,7.87
"10/1/2016 11:40:24","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,1054.1,58.0,30.46,97.0,57.96,5.62
"10/1/2016 11:45:23","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,623.08,57.0,30.46,98.0,34.52,7.87
"10/1/2016 11:50:21","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,1243.14,57.0,30.46,98.0,29.74,11.25
"10/1/2016 11:55:22","10/1/2016 06:13:00","10/1/2016 18:11:00",11.0,1,10,6.0,18.0,0,0,1,1,913.44,57.0,30.46,98.0,86.29,7.87
"10/1/2016 12:00:24","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,856.91,57.0,30.46,99.0,17.83,14.62
"10/1/2016 12:05:20","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,544.82,56.0,30.45,98.0,7.8,9.0
"10/1/2016 12:10:18","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,708.8,56.0,30.45,98.0,48.94,13.5
"10/1/2016 12:15:20","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,1231.42,56.0,30.45,97.0,68.49,6.75
"10/1/2016 12:20:21","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,822.75,57.0,30.45,97.0,127.04,4.5
"10/1/2016 12:25:21","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,1204.21,57.0,30.45,97.0,61.85,9.0
"10/1/2016 12:30:23","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,1105.0,57.0,30.45,96.0,74.71,5.62
"10/1/2016 12:35:21","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,1085.72,58.0,30.45,95.0,81.51,11.25
"10/1/2016 12:40:19","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,953.49,58.0,30.44,95.0,6.63,9.0
"10/1/2016 12:45:20","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,979.36,58.0,30.44,94.0,57.11,7.87
"10/1/2016 12:50:19","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,1154.39,58.0,30.44,94.0,55.98,9.0
"10/1/2016 12:55:21","10/1/2016 06:13:00","10/1/2016 18:11:00",12.0,1,10,6.0,18.0,0,0,1,1,865.04,58.0,30.44,93.0,16.08,3.37
"10/1/2016 13:00:21","10/1/2016 06:13:00","10/1/2016 18:11:00",13.0,1,10,6.0,18.0,0,0,1,1,633.84,58.0,30.44,93.0,58.0,6.75
"10/1/2016 13:05:24","10/1/2016 06:13:00","10/1/2016 18:11:00",13.0,1,10,6.0,18.0,0,0,1,1,890.21,58.0,30.44,92.0,93.96,6.75
"10/1/2016 13:10:20","10/1/2016 06:13:00","10/1/2016 18:11:00",13.0,1,10,6.0,18.0,0,0,1,1,620.06,59.0,30.44,94.0,7.05,7.87
"10/1/2016 13:15:20","10/1/2016 06:13:00","10/1/2016 18:11:00",13.0,1,10,6.0,18.0,0,0,1,1,1272.97,58.0,30.44,95.0,25.51,11.25
